ParkID,GreenspaceParkID,ParkName,ParkTypeDescription,Area,Perimeter
633,1355,Berwick Reserve,Local/Community Park,632,123
635,1356,Cannon Hill Reserve,Local/Community Park,25029,1327
637,1366,Scruttons Reserve,Local/Community Park,1185,159
638,1359,Creedon Reserve,Local/Community Park,2585,333
639,1354,Ballymena Reserve,Local/Community Park,939,163
640,1376,Becmead Reserve,Local/Community Park,2649,350
641,1328,Sharnbrook Reserve,Local/Community Park,8618,522
643,1377,Douglas Scenic Reserve,Regional Park,18897,1417
644,1250,Pioneer Womens Memorial,Regional Park,1508,230
648,538,Francis Reserve,Local/Community Park,13584,699
649,1395,Orongomai Reserve,Regional Park,538632,6803
650,1398,Otahuna Reserve,Regional Park,1211654,6221
654,381,Rapanui Bush,Regional Park,17658,1101
656,501,Tulett Park,Sports Park,82207,2169
660,1384,Forgan Reserve,Local/Community Park,2193,182
662,1388,Nottingham Stream Reserve,Local/Community Park,2209,338
663,1409,Cavendish Stream Landscape Reserve,Local/Community Park,392,113
665,1349,Merivale Reserve,Local/Community Park,2876,271
668,1351,Doris Lusk Corner,Local/Community Park,1120,139
669,1396,Essex Reserve,Local/Community Park,460,87
670,1397,Welcome Rest,Local/Community Park,307,74
672,186,Groynes,Regional Park,922832,9451
675,168,Flay Park,Garden & Heritage Park,14396,1041
676,1321,Kotuku Reserve,Local/Community Park,10773,1101
677,1405,Raglan Reserve,Local/Community Park,1165,136
678,1365,Roydvale Reserve,Local/Community Park,4244,269
679,1379,Beechwood Reserve,Local/Community Park,805,121
681,1406,Heathcote Riverbank,Local/Community Park,9356,548
682,1378,O'Neill Reserve,Local/Community Park,9203,835
683,1408,De Lange Reserve,Local/Community Park,7639,438
684,1407,Paparua Stream Reserve,Local/Community Park,4827,464
685,1417,Quaifes Rd Springlands,Local/Community Park,99932,1381
688,1420,Disraeli Reserve,Local/Community Park,2406,249
692,1358,Sanctuary Gardens Reserve,Local/Community Park,10585,481
693,1402,Northwood Park,Sports Park,32048,827
694,1426,Mounter Reserve,Local/Community Park,3876,400
695,1401,Waterford Reserve,Local/Community Park,18520,837
696,154,Englefield Reserve,Local/Community Park,45699,1550
698,1113,Aston Reserve,Local/Community Park,7459,350
699,1360,Fifield Reserve,Local/Community Park,141,49
700,1286,Marleys Hill,Regional Park,213573,3517
701,1352,Sumner Croquet Reserve,Local/Community Park,5512,310
704,30,Barnett Park Sports Grounds,Sports Park,84149,1507
705,1262,Heathcote Riverbank Reserve,Local/Community Park,4317,556
706,1430,Glenstrae Road Reserve,Local/Community Park,596,99
707,1413,Kenmure Reserve,Local/Community Park,2560,255
710,1205,Shag Rock,Regional Park,2713,276
711,1091,Styx River Esplanade Reserve No. 2,Regional Park,7282,1405
716,63,Brookford Reserve,Local/Community Park,1541,306
717,27,Balmoral Hill Reserve,Local/Community Park,4127,539
718,273,Longley Reserve,Local/Community Park,2113,236
719,1293,Castle Rock Reserve,Regional Park,890770,5328
723,1433,Bibiana Reserve,Local/Community Park,4847,349
725,1436,Corbett Reserve,Local/Community Park,518,117
730,1439,Bower Ave Landscape Reserve,Local/Community Park,349,105
731,1441,Waitikiri Reserve,Local/Community Park,3567,257
733,1403,Anglem Reserve,Local/Community Park,284,77
734,1422,Mountfort Park,Garden & Heritage Park,4584,506
735,1391,Stableford Reserve,Local/Community Park,822,362
737,1442,Caudron Reserve,Local/Community Park,279,92
738,1429,Sioux Reserve,Local/Community Park,613,112
742,1094,Styx River Esplanade Reserve,Regional Park,28782,2471
748,1418,Wigram Village Green,Local/Community Park,37151,1235
753,1447,Dickeys Reserve,Local/Community Park,108355,1523
754,1371,Moncks Cave Reserve,Local/Community Park,1203,154
755,1456,Scott Statue Reserve,Garden & Heritage Park,484,88
759,1249,Greystoke Reserve,Local/Community Park,629,115
763,1115,Clarevale Reserve,Local/Community Park,28675,872
764,1124,Avon Riverbank Central City,Local/Community Park,61014,10340
765,78,Cambridge Reserve,Local/Community Park,2736,398
769,1161,Kedleston Reserve,Local/Community Park,136,55
773,1458,Limes Reserve,Local/Community Park,3640,274
789,539,Witbrock Reserve,Local/Community Park,1582,175
791,141,Doncaster Reserve,Local/Community Park,724,119
795,74,Burwood Park,Sports Park,136441,2558
796,1169,Sydenham Cemetery,Cemetery,53186,1142
797,1116,Copperfield Reserve,Local/Community Park,2568,308
799,64,Brooklands Domain,Local/Community Park,28054,935
801,1461,Benmore Gardens Reserve,Local/Community Park,5149,312
802,1462,Becmead Walkway,Local/Community Park,482,190
808,1192,Showgate Reserve,Local/Community Park,9702,1088
817,239,Jerrold Reserve,Local/Community Park,3911,369
821,378,Radley Playground,Local/Community Park,2549,290
829,1239,Connal Reserve,Local/Community Park,11544,1289
842,372,Porritt Park,Sports Park,114247,1513
859,1296,Inwoods Reserve,Local/Community Park,1151,147
861,1090,Janet Stewart Reserve,Local/Community Park,28424,971
862,1206,Thomson Park,Sports Park,22857,655
863,1076,The Brae,Local/Community Park,4812,517
865,343,Nurses Memorial Chapel,Garden & Heritage Park,1066,132
866,360,Arthur Adcock Memorial Reserve,Sports Park,38904,902
870,1339,Farnley Reserve,Local/Community Park,2317,376
871,1096,Avon and Heathcote Estuary,Regional Park,335346,24410
873,508,Victoria Park,Regional Park,730879,7401
878,1460,Linwood Nursery,Local/Community Park,14234,530
884,417,Scarborough Beach,Regional Park,52692,2939
886,1479,Cooks Reserve,Local/Community Park,7713,666
887,1480,Vaughan Reserve,Local/Community Park,1391,211
890,1475,Titirangi Reserve,Local/Community Park,20840,779
891,1454,Providence Reserve,Local/Community Park,5064,372
895,1424,Papanui Stream Esplanade,Local/Community Park,7637,1022
912,1477,Sparks Walkway,Local/Community Park,2042,390
916,1469,Tommy Taylor Reserve,Local/Community Park,451,163
917,1483,Gould Reserve,Local/Community Park,424,91
918,1484,Francella Reserve,Local/Community Park,7701,423
923,228,Huntsbury Reserve,Regional Park,38700,1591
924,1425,Styx River Reserve No. 2,Regional Park,82855,1784
925,1448,Challenger Lane Walkway,Local/Community Park,1016,169
927,86,Longhurst Walkway,Local/Community Park,17336,2687
930,1437,Ironwood Reserve,Local/Community Park,1226,144
933,1486,Awatea Basin,Local/Community Park,5047,461
935,1289,Eastwood Reserve,Local/Community Park,11773,1047
939,1516,Lassiter Reserve,Local/Community Park,4352,534
940,1518,Bengal Walkway,Local/Community Park,200,134
942,1485,Morten Settlement Reserve,Local/Community Park,2779,259
946,1523,Evergreen Reserve,Local/Community Park,2145,206
947,1492,Dunbars Reserve,Local/Community Park,9053,642
951,262,Lakewood Reserves,Local/Community Park,6966,1498
968,238,Jellie Park,Sports Park,127545,2116
970,1100,Ruru Lawn Cemetery,Cemetery,137407,1655
979,1536,Dudley Creek Esplanade Reserve,Local/Community Park,377,129
980,1453,Dudley Creek Riverbank,Local/Community Park,152,62
981,1464,Six Silvers Reserve,Local/Community Park,2935,215
983,1476,Sparks Road Landscape Reserve,Local/Community Park,4069,1387
992,157,Erica Playground,Local/Community Park,9959,760
996,1519,Glenstrae Reserve,Local/Community Park,2418,229
1000,1537,Montgomery Spur Reserve,Regional Park,1270079,5197
1002,45,Bottle Lake Forest,Regional Park,9937049,17106
1004,32,Bayswater Reserve,Local/Community Park,19505,979
1005,1534,Bancroft Reserve,Local/Community Park,1384,146
1008,1493,Bishops Green,Local/Community Park,5766,572
1013,1531,Sovereign Gardens Reserve,Local/Community Park,5289,750
1016,1533,Birkdale Reserve,Local/Community Park,6877,541
1019,1369,Wilmington Reserve,Local/Community Park,18151,2502
1024,1542,Talbot Reserve,Local/Community Park,10743,512
1028,1399,Putake Reserve,Local/Community Park,18118,1457
1029,1450,Giants Nose,Regional Park,23933,592
1030,1491,Glen Oaks Reserve,Local/Community Park,21140,872
1031,1515,Stallion Reserve,Local/Community Park,4800,365
1037,1532,Marcella Reserve,Local/Community Park,6530,662
1038,1541,Rooney Reserve,Local/Community Park,997,144
1039,1494,Paparua Stream Reserve No. 2,Local/Community Park,2352,342
1044,1490,Sandpiper Reserve,Local/Community Park,734,172
1046,1138,Bowenvale Park,Regional Park,2372786,12485
1047,1539,Kumara Reserve,Local/Community Park,5468,293
1048,1517,Pennine Reserve,Local/Community Park,531,121
1057,1540,Shield Reserve,Local/Community Park,1047,193
1066,1432,Aidanfield Reserve,Local/Community Park,60439,3182
1070,1527,Sea Spray Reserve,Local/Community Park,107,44
1072,1526,Bernie Hansen Reserve,Local/Community Park,2729,279
1073,1264,Heritage Trail,Local/Community Park,2441,353
1074,1547,Pohutukawa Reserve,Local/Community Park,6509,632
1078,1489,Rothesay Reserve,Local/Community Park,29096,3532
1080,1318,Avon River Esplanade Reserve,Local/Community Park,577,222
1081,1223,Christchurch Railway Station Reserve,Garden & Heritage Park,303,90
1082,1545,Lamorna Reserve,Local/Community Park,2488,202
1084,1224,Crofts Reserve,Local/Community Park,7427,477
1085,1548,Mataroa Reserve,Local/Community Park,444,95
1086,1473,Jack Hinton Reserve,Local/Community Park,6609,429
1087,1474,Pages Reserve,Local/Community Park,5505,597
1088,1472,Bexley Expressway Reserve,Local/Community Park,4388,390
1096,1557,Ridgeview Reserve,Local/Community Park,3601,303
1097,1559,Rindle Reserve,Local/Community Park,841,134
1104,1434,Kinsella Reserve,Local/Community Park,4231,295
1113,1552,Nuttall Reserve,Local/Community Park,5680,481
1116,1438,Cresswell Reserve,Local/Community Park,8214,585
1118,1457,Snellings Waterway Reserve,Local/Community Park,16598,1781
1124,1563,Jubilee Park,Garden & Heritage Park,6384,525
1126,1564,Akaroa Recreation Ground,Sports Park,26499,848
1127,1565,Akaroa Boat Park,Local/Community Park,15625,903
1128,1566,Wackerle Green,Local/Community Park,3456,363
1129,1567,L'Aube Hill Reserve,Local/Community Park,69011,1486
1130,1568,Settlers Hill Walkway,Local/Community Park,6083,580
1131,1569,Rue Balguerie Playground,Garden & Heritage Park,1920,201
1132,1570,Cenotaph War Memorial,Garden & Heritage Park,1994,195
1134,1572,Britomart Reserve,Local/Community Park,1112,149
1136,1574,Britomart Memorial,Garden & Heritage Park,238,130
1138,1576,Wainui Cemetery,Cemetery,11778,439
1139,1577,Stanbury Reserve,Local/Community Park,21822,906
1140,1578,Duvauchelle Cemetery,Cemetery,15837,567
1141,1579,Bayview Reserve,Local/Community Park,3233,244
1142,1580,Purau Maori Reserve,Local/Community Park,1451,153
1143,1581,Purau Recreation Ground,Local/Community Park,4414,282
1144,1582,Kirk Park,Local/Community Park,7334,337
1148,1584,Laurenson Park,Local/Community Park,8679,497
1157,1588,James Drive Reserve,Local/Community Park,5241,307
1158,1589,Allandale Layby,Local/Community Park,15979,703
1159,1590,Cholmondeley Reserve,Local/Community Park,12528,583
1160,1591,Governors Bay Community Centre and Pool,Local/Community Park,4726,292
1161,1592,Stream Reserve,Local/Community Park,3127,635
1162,1593,Cass Bay Playground,Local/Community Park,6086,318
1163,1594,Police Reserve,Local/Community Park,1563,272
1164,1595,Cass Bay Walkway,Local/Community Park,5368,418
1167,1596,Corsair Bay Reserve,Local/Community Park,84411,2143
1170,1597,Park Terrace Reserve,Local/Community Park,50981,2034
1171,1598,Lyttelton Recreation Ground,Local/Community Park,26867,668
1172,1599,Cressy Terrace Tennis Courts,Local/Community Park,2004,193
1173,1600,Lyttelton War Memorial,Local/Community Park,2748,219
1174,1601,Sumner Road Gardens,Local/Community Park,1093,179
1175,1602,Oxford Street Reserve,Garden & Heritage Park,4124,262
1176,1603,Lyttelton Anglican Cemetery,Cemetery,13380,492
1177,1604,Lyttelton Cemetery,Cemetery,8880,441
1178,1605,Heritage Park Little River,Local/Community Park,45225,1722
1179,1606,Awa-iti Domain,Local/Community Park,48858,927
1180,1607,Little River Cemetery,Cemetery,8497,398
1182,1609,Wainui Domain,Local/Community Park,9469,419
1183,1610,Duvauchelle Showgrounds,Local/Community Park,224330,2510
1185,1612,Duvauchelle Reserve,Local/Community Park,8211,537
1186,1613,Takamatua Reserve,Local/Community Park,8236,368
1187,1614,Takamatua Domain,Local/Community Park,2912,229
1188,1615,Akaroa Heritage Park,Local/Community Park,10902,578
1189,1616,Akaroa Bowling Green,Local/Community Park,1840,173
1192,1619,Okains Bay Reserve,Local/Community Park,14095,469
1193,1620,Okains Bay Cemetery,Cemetery,22549,625
1194,1621,Kaituna Cemetery,Cemetery,1457,230
1195,1622,Bayview Road Reserve,Local/Community Park,821,158
1196,1623,Andersons Reserve,Local/Community Park,3025,331
1200,1625,Purau Esplanade Reserve,Local/Community Park,5362,936
1203,1626,Kukupa Reserve,Local/Community Park,7407,506
1204,1627,Pettigrews Reserve,Local/Community Park,8269,526
1205,1628,Birdlings Flat Reserve,Local/Community Park,2999,355
1207,1544,Riverlea Recreation Reserve,Local/Community Park,21987,780
1208,1525,Riverlea Estates Reserve,Local/Community Park,23012,802
1211,1553,Queenswood Landscape Reserve,Local/Community Park,1486,256
1213,1159,Avonhead Cemetery,Cemetery,71169,1314
1220,1554,Broken Run Reserve,Local/Community Park,27285,1990
1223,1558,Wigram Road Landscape Reserve,Local/Community Park,4733,1431
1224,1556,Rockport Reserve,Local/Community Park,2693,245
1225,1562,Globe Bay Reserve,Local/Community Park,34320,876
1227,244,Jones Reserve,Sports Park,21909,663
1228,1555,Reka Reserve,Local/Community Park,5942,744
1243,1740,Green Point Park,Local/Community Park,44011,1040
1244,1742,Takapuneke Reserve,Regional Park,98369,1439
1245,1712,Simeon Quay Reserve,Local/Community Park,342,86
1246,1713,Ron Arnold Reserve,Local/Community Park,950,146
1247,1714,Rawhiti Street Park,Local/Community Park,5667,516
1248,1715,Jervois Close Park,Local/Community Park,7686,398
1249,1716,Rawhiti Street Reserve,Local/Community Park,4197,290
1250,1717,Rapaki Wharf,Local/Community Park,989,164
1251,1718,Sandy Beach Reserve,Local/Community Park,444,152
1252,1719,Sandy Beach Road Reserve,Local/Community Park,2027,206
1253,1720,Governors Bay Jetty,Local/Community Park,789,157
1254,1721,Forestry Reserve Port Levy,Regional Park,28223,999
1255,1722,Wainui Esplanade Reserve,Local/Community Park,346,131
1256,1723,Barrys Bay Streamside,Local/Community Park,462,108
1257,1724,Grehan Stream Esplanade Reserve,Local/Community Park,1670,443
1258,1725,Aylmers Valley Esplanade Reserve,Local/Community Park,3436,370
1259,1726,Birdlings Flat Esplanade Reserve,Local/Community Park,8382,721
1260,1727,Little River Esplanade Reserve,Local/Community Park,6422,848
1261,1728,Western Valley Streamside Esplanade,Local/Community Park,1406,255
1262,1729,Okuti Valley Streamside Reserve,Local/Community Park,1838,218
1263,1730,Whites Streamside Strip,Local/Community Park,3584,1353
1264,1731,Kaituna Valley Streamside,Local/Community Park,1040,199
1265,1732,Pigeon Bay Boat Park,Local/Community Park,4854,460
1267,1734,Okains Bay War Memorial,Local/Community Park,4668,283
1269,1736,Wainui Boat Ramp,Local/Community Park,3211,285
1270,1737,Wainui Main Road Reserve,Local/Community Park,7190,370
1271,1738,French Farm Reserve,Local/Community Park,814,128
1272,1739,Currie & Gutry Park,Local/Community Park,1857,241
1273,1741,Beach Road Park,Local/Community Park,2642,236
1274,1743,Walnut Place Reserve,Local/Community Park,1140,160
1275,1744,Watson Reserve,Local/Community Park,2050,259
1276,1745,Little River Bowling Green,Local/Community Park,6218,370
1281,1750,Kaituna Reserve,Local/Community Park,4053,306
1282,1751,Ataahua Domain,Sports Park,24255,618
1283,1752,Kaituna Baches,Local/Community Park,22785,744
1284,1753,Lukes Reserve,Local/Community Park,6085,327
1285,1754,Robinsons Bay Reserve,Local/Community Park,7981,427
1287,1756,Shackleton Reserve,Local/Community Park,411,120
1288,1757,Little Akaloa Streamside Reserve,Local/Community Park,2494,245
1289,1758,Akaroa Beach,Local/Community Park,10278,801
1290,1759,Kaituna River Esplanade,Local/Community Park,25451,2998
1292,1761,Okains Bay Esplanade Reserve,Local/Community Park,6519,894
1293,1762,Rue Balguerie Reserve,Local/Community Park,1599,332
1294,1763,Voelas Playground,Local/Community Park,1942,182
1295,1764,Pigeon Bay Campground,Local/Community Park,15483,768
1297,1766,Pigeon Bay Cemetery,Cemetery,8180,363
1298,1767,Le Bons Bay Cemetery,Cemetery,29870,709
1299,1768,Little Akaloa Cemetery,Cemetery,2974,239
1300,1769,Le Bons Bay Esplanade,Local/Community Park,3883,399
1301,1770,Pony Point,Regional Park,71291,1317
1302,1771,Governors Bay Scenic Reserve,Local/Community Park,1830,184
1303,1772,Wairewa Esplanade Reserve,Local/Community Park,8141,927
1304,1773,Camp Bay Cemetery,Cemetery,4366,288
1305,1774,Port Levy Recreation Reserve,Local/Community Park,8860,434
1306,1775,Le Bons Bay Domain,Sports Park,56093,1041
1308,1777,Duvauchelle Domain Esplanade Strip,Local/Community Park,256,117
1309,1611,Duvauchelle Reserve and Campground,Sports Park,33419,738
1311,1779,Diamond Harbour Plantation Reserve,Local/Community Park,1642,179
1312,1780,Marine Drive Reserve,Local/Community Park,948,160
1313,1583,Stoddart Point Reserve,Local/Community Park,216728,5253
1314,1575,Garden of Tane,Garden & Heritage Park,55383,1126
1315,1571,Stanley Park,Local/Community Park,65697,1766
1316,1781,Bercusson Reserve,Local/Community Park,2680,395
1317,1782,Pigeon Bay Park,Local/Community Park,2301,205
1318,1783,Okuti Esplanade Reserve,Local/Community Park,9381,1112
1320,1784,Takamatua Stream Esplanade Reserve,Local/Community Park,13837,2699
1321,1785,Hutchenson Reserve,Local/Community Park,11336,646
1322,1617,Kowhai Grove Esplanade Reserve,Local/Community Park,4071,714
1324,1786,Hempleman Beach Reserve,Local/Community Park,2282,217
1326,1788,Robinsons Bay Regional Park,Local/Community Park,9419,1618
1327,1789,Little River Education House,Local/Community Park,12450,469
1328,1618,Little Akaloa Domain,Local/Community Park,7148,429
1329,1790,Diamond Harbour Cemetery,Cemetery,15258,607
1331,1791,Kaitorete Spit Reserve,Regional Park,3953802,9810
1332,1792,Birdlings Flat,Regional Park,896236,6551
1333,252,Kennedys Bush,Regional Park,1345087,10930
1336,1755,Douglas Kay Reserve,Local/Community Park,10483,563
1337,1821,Allandale Domain,Sports Park,30586,1032
1338,1822,HMNZS Steadfast,Regional Park,229470,1911
1339,1828,Sutton Reserve,Garden & Heritage Park,615,123
1345,1816,Takamatua Foreshore,Local/Community Park,4322,522
1348,1800,Camp Bay Foreshore,Local/Community Park,1732,165
1349,1827,Purau Foreshore,Local/Community Park,10724,1045
1350,1844,Church Bay Foreshore,Local/Community Park,26255,2247
1351,1760,Charteris Bay Boat Ramp,Local/Community Park,3120,302
1357,1793,Kaputone Headwaters Reserve,Local/Community Park,6728,462
1362,513,Wainoni Park,Sports Park,58547,1285
1364,191,Halswell Domain,Sports Park,262305,2949
1365,1465,Styx Mill Country Club Reserve,Local/Community Park,3034,464
1367,1375,Styx River Reserve,Local/Community Park,15252,1903
1369,335,Nepal Reserve,Local/Community Park,44874,1271
1373,1847,Bridle Path Stream Reserve,Local/Community Park,1350,351
1374,1845,Rapanui Reserve,Local/Community Park,2890,453
1375,1846,Sienna Reserve,Local/Community Park,585,120
1377,1410,Nash Reserve,Local/Community Park,91609,3739
1379,1549,Burbank Reserve,Local/Community Park,1727,205
1381,1381,Anzac Drive Reserve,Local/Community Park,142079,4140
1384,1411,Augusta Reserve,Local/Community Park,5396,962
1386,1306,Coronation Reserve,Local/Community Park,66830,2150
1412,1423,Ferrymead Park,Regional Park,769929,11356
1414,1443,Linwood Esplanade Reserve,Local/Community Park,2005,269
1416,132,Curries Reserve,Local/Community Park,8265,542
1420,109,Sumner Coronation Garden,Local/Community Park,1756,218
1430,1207,Spreydon Riverbank Reserves,Local/Community Park,13575,2494
1432,1560,Teagarden Reserve,Local/Community Park,1764,177
1436,523,Walter Park,Sports Park,66184,1896
1440,1850,Worcester Corner Reserve,Local/Community Park,1687,227
1442,1852,The Stewart Plaza,Local/Community Park,409,90
1444,1853,Jahan Reserve,Local/Community Park,3435,360
1447,1854,Mokihi Reserve,Local/Community Park,2361,325
1449,1380,Styx Riverbank Reserve,Local/Community Park,9284,919
1453,1856,Sunnyside Heritage Garden,Garden & Heritage Park,13156,814
1454,1857,Brookwater Reserve,Local/Community Park,6241,344
1459,1860,Kingfisher Reserve,Local/Community Park,6164,616
1460,1861,Pavilion Park,Local/Community Park,8377,393
1468,1862,Kotare Reserve,Local/Community Park,5962,542
1469,1863,Albion Reserve,Local/Community Park,1035,176
1471,1855,Seager Park,Local/Community Park,29672,1690
1473,1326,Darroch Reserve,Local/Community Park,44906,1741
1476,1864,Linden Grove,Local/Community Park,2402,343
1477,1747,Okuti Valley Reserve,Local/Community Park,1927,182
1479,1585,Coastal Cliff Reserve,Local/Community Park,182258,7307
1480,1787,Clare Reserve,Local/Community Park,2680,351
1481,1543,Dunbars Landscape Reserve,Local/Community Park,9440,1317
1485,1229,Whitewash Reserve,Regional Park,92443,4905
1488,541,Withells Island Reserve,Local/Community Park,42265,2242
1491,331,South New Brighton Beach,Regional Park,371576,6001
1495,1281,Donnell Sports Park,Sports Park,53729,1352
1499,1368,Knights Waterway Reserve,Local/Community Park,49108,2783
1505,1297,Cashmere Stream Esplanade Reserve,Local/Community Park,51349,3942
1510,1481,Styx River Mouth Conservation Reserve,Local/Community Park,97702,2631
1514,1412,Styx River Conservation Reserve,Local/Community Park,112327,3187
1516,468,Styx Mill Conservation Reserve,Regional Park,631117,5618
1524,1865,Sheppards Stream Reserve,Regional Park,54914,1301
1525,1867,Creamery Ponds,Local/Community Park,49213,1122
1527,142,Drayton Reserve,Local/Community Park,85345,3435
1530,1868,Lincoln Park,Local/Community Park,596,108
1532,463,Steam Wharf Stream Reserve,Local/Community Park,2808,685
1540,1869,Nightingale Reserve,Local/Community Park,636,105
1542,1495,Greenwood Park,Regional Park,2792095,23497
1544,1382,Scotts Valley Reserve,Regional Park,1300728,8572
1546,1427,Havana Gardens Reserve,Local/Community Park,14976,1985
1549,1383,John Olliver Reserve,Local/Community Park,20024,1233
1551,1463,Milns Reserve,Local/Community Park,8997,521
1553,1470,Styx River Reserve Living Laboratory,Regional Park,42489,1709
1559,1209,Carlton Mill Riverbank,Local/Community Park,6594,1528
1560,1843,Alexandra Park,Local/Community Park,342,78
1562,1086,Barnett Park Conservation,Regional Park,343930,3597
1563,229,Huntsbury Playground,Local/Community Park,9666,1022
1564,1871,Ferdinand Terrace Reserve,Local/Community Park,2855,274
1565,1794,Cuffs Road Playground,Local/Community Park,3068,282
1578,1258,Avon Riverbank True Left,Local/Community Park,57209,16138
1590,1211,Avon Riverbank True Right,Local/Community Park,114011,22144
1591,1873,Little Oaks Reserve,Local/Community Park,22450,1005
1597,1849,Smacks Creek Riverbank Reserve,Local/Community Park,11430,792
1599,1179,Westmorland East Valley Reserve,Local/Community Park,116877,2176
1600,1875,Roullet Lane Reserve,Local/Community Park,1085,220
1601,1876,Cognac Drive Reserve,Local/Community Park,3594,288
1603,196,Halswell Quarry Park,Regional Park,563512,3615
1605,1866,Quarry Hill Reserve,Local/Community Park,21807,1796
1606,1551,Stowe Drainage Reserve,Local/Community Park,949,256
1607,1842,Cridland Drainage Reserve,Local/Community Park,568,167
1616,1452,Kaputone Springs Reserve,Local/Community Park,6158,651
1618,254,King George V Reserve,Local/Community Park,10740,948
1624,1878,Rapaki Track,Regional Park,61385,7089
1625,1879,Kingsbridge West Reserve,Local/Community Park,1686,262
1632,469,Styx River Boating Reserve,Local/Community Park,7734,695
1633,1521,Lower Styx River Conservation Reserve,Regional Park,56930,2384
1634,1880,Merrilees Reserve,Local/Community Park,416,93
1635,1881,Pigeon Bay Hall,Local/Community Park,1465,162
1637,341,Craighead Reserve,Local/Community Park,12269,565
1651,1778,Morice Reserve,Sports Park,20591,788
1654,1883,Kaputone Confluence Conservation Park,Regional Park,26423,1291
1657,1882,Rosebank Reserve,Local/Community Park,3201,238
1661,1419,Dudley Creek Waterway,Local/Community Park,92,98
1665,1874,Philippe Avenue Reserve,Local/Community Park,12688,1075
1667,1872,F W Delamain Park,Sports Park,35186,1064
1668,1877,Akaroa Catholic Cemetery,Cemetery,10546,534
1669,1573,Akaroa Anglican and Dissenters Cemetery,Cemetery,24275,1033
1675,,Somerville Reserve,Local/Community Park,2440,385
1676,,McMahon Reserve,Local/Community Park,5457,542
1684,1103,Bexley Wetland,Regional Park,148805,2738
1688,267,Latimer Square,Garden & Heritage Park,18132,607
1694,,Te Oka Reserve,Regional Park,9131633,19503
1696,1221,Ernle Clark Reserve,Garden & Heritage Park,15421,1243
1700,1105,St Lukes Reserve,Local/Community Park,5342,638
1703,,Black Point Reserve,Local/Community Park,14568,1010
1712,365,Peer Reserve,Local/Community Park,4377,793
1715,449,Spit Reserve,Regional Park,274964,3868
1717,53,Bridle Path Walkway,Regional Park,92397,2696
1720,,Kilbrannan Reserve,Local/Community Park,4225,568
1723,,Neathwest Reserve,Local/Community Park,20817,1782
1725,159,Farnborough Reserve,Local/Community Park,23141,1853
1727,1538,Kaniere Reserve,Local/Community Park,34694,1478
1735,38,Bexley Park,Sports Park,512351,3775
1762,1831,Misty Peaks Reserve,Regional Park,5008028,21902
1763,,Harakeke Reserve,Local/Community Park,1541,182
1771,1528,Baxters Drain,Local/Community Park,3123,522
1775,1830,Whakaraupo Reserve,Regional Park,879795,4831
1777,1624,Urumau Reserve,Regional Park,263187,2849
1779,1362,Kennaway Reserve,Local/Community Park,5571,611
1783,1561,Jacksons Creek,Local/Community Park,2311,401
1785,3,Addington Park,Sports Park,25686,717
1787,17,Auburn Reserve,Local/Community Park,14972,719
1788,,Dixon Reserve,Local/Community Park,7671,555
1789,465,Amelia Rogers Reserve,Local/Community Park,21005,1271
1793,1471,Kaputone Esplanade Reserve,Regional Park,66367,3043
1799,1870,Styx Loop Conservation Park,Regional Park,70585,2360
1800,,Champagne Reserve,Local/Community Park,13624,759
1801,,McLeans Grassland Park,Regional Park,1581568,11515
1802,,Mt Magdala Cemetery,Cemetery,2959,230
1803,,Springfield Reserve,Local/Community Park,1055,162
1804,,Bridge of Remembrance,Garden & Heritage Park,742,140
1805,,Upper Kaputone Riverbank True Left,Local/Community Park,137,207
1806,,Yacht Club Reserve,Local/Community Park,3239,290
1807,,Mona Vale,Garden & Heritage Park,50873,1798
1808,,Baden Norris Reserve,Local/Community Park,1978,332
1809,,Glenroy Reserve,Local/Community Park,352,75
1814,,Seafield Park,Regional Park,867228,10549
1830,,Chester Street East Reserve,Local/Community Park,1587,166
1834,,Nga Puna Wai SouthWest Entrance,Local/Community Park,1012,146
1836,,Rosario Park,Local/Community Park,1541,172
1838,,Mariposa Corridor Reserve,Local/Community Park,2917,491
1840,,Mariposa Drainage Reserve,Local/Community Park,5449,329
1844,,Mariposa Park,Local/Community Park,3475,244
1849,,Clarence Reserve,Local/Community Park,1051,184
1851,,The Oaks Park,Local/Community Park,3524,293
1852,,Old Red Barn Drainage Reserve,Local/Community Park,726,393
1853,,Amdale Reserve,Local/Community Park,396,130
1854,,Rannoch Drainage Reserve,Local/Community Park,9172,694
1855,,Glen Kerran Drainage Reserve,Local/Community Park,9310,859
1856,,Carradale Drainage Reserve,Local/Community Park,5677,344
1857,,Waitikiri Square,Local/Community Park,8258,354
1858,,Waterstock 1 Drainage Reserve,Local/Community Park,1103,187
1859,,Waterstock 2 Drainage Reserve,Local/Community Park,271,70
1860,,Waterstock 3 Drainage Reserve,Local/Community Park,535,114
1861,,Waterstock 4 Drainage Reserve,Local/Community Park,642,130
1862,,Bluestone Drainage Reserve,Local/Community Park,4059,489
1863,,Alpine View Drainage Reserve,Local/Community Park,3563,245
1864,,Lakebridge Drainage Reserve,Local/Community Park,2068,240
1865,,Timberlands Drainage Reserve,Local/Community Park,1305,172
1866,,Sir Henry Wigram Reserve,Local/Community Park,1174,146
1867,,Fanshaw Reserve,Local/Community Park,574,99
1868,,Bennington 3 Drainage Reserve,Local/Community Park,3032,378
